A,P,length of kernel,width of kernel,asymmetry coefficient,length of kernel groove,Column8
19.697033765753606,15.81394277348542,6.039784485345598,3.8395726155125876,3.2823740379913526,5.938631546028184,2
19.605957484835802,15.80916734544809,6.001565989933357,3.830823063088235,2.885540280209992,5.925471124645137,2
19.488500593098447,15.92223376278689,5.992789219273283,3.8435248158342246,2.873023913912479,5.924861417125865,2
19.42959689409915,15.802665611791879,6.00475981475203,3.8445276394854027,3.0055294545192415,5.908821376104278,2
19.01890228904054,15.901780830834628,6.008744444230999,3.844794785047792,3.14925508883835,6.012858364165805,2
19.77660418460927,15.828820531295623,6.108586203614114,3.7952722178083813,3.1528584601309606,5.962232946670969,2
19.680085398775827,15.95214446404761,6.076298890569166,3.814700154427675,2.942702622684234,6.007987327842341,2
19.384779341915127,15.836900985734122,5.9909817279391016,3.844820276305128,2.8453353891694597,5.90776048091082,2
19.5260970328212,15.779388627374225,6.034977181471058,3.811850762590308,2.904571593505863,5.937635395868679,2
19.77316048659456,15.869158212042743,6.094927551091049,3.8069134699179425,2.9927545816310666,5.985129090865304,2
19.601879562159755,15.92688727023986,6.005876841953676,3.844595619522218,2.9783609927544017,5.963027806355682,2
19.227915309076227,15.837078389108386,6.291947335609004,3.7121471600859524,2.9948814518671556,6.0116583479778924,2
19.68654874017635,16.039295679538434,6.14843659794684,3.8186445746889106,2.981236515504457,6.051503898841293,2
19.747114780867346,15.820210974755286,6.034269841822311,3.8241612104637284,3.0043568802422747,5.930656741553057,2
19.62596353233499,15.839802123273675,6.003665615827722,3.837323032156197,3.2500409994004125,5.955408263882347,2
19.496327179495516,15.858627160013107,5.999815288501902,3.849901942372256,3.332425815402658,5.933599763649729,2
18.793593160896744,15.835656054093318,6.127081221840803,3.8227431185498046,2.8985388048676155,6.017896941621881,2
19.539549400722816,15.80642071655419,6.00062355833871,3.8398506069214537,2.9032389775081606,5.910796729828493,2
18.759297037017404,15.91666271215778,6.027540147092225,3.8403525414384396,3.146358689502673,6.012725168314639,2
19.341954653329598,15.869915338256169,5.986896449062692,3.846872141589042,2.8393550279914535,5.913188720449148,2
19.302917631387334,15.984625529409898,5.9876011071610264,3.8495118638141173,2.9890961324595193,5.925919777864968,2
19.40651845640502,15.815613750176821,5.991581945966637,3.838295981983715,2.7876114483884264,5.905538134334904,2
19.6791849141653,15.953394257740996,6.010946979887289,3.848506014583894,3.4720909175111347,5.945410430541626,2
19.49754057897936,15.85992545114237,5.992946518178142,3.8419541985501042,2.843093062338103,5.910295976446976,2
19.40556433349,15.82296785088659,5.9927282736693925,3.845526653520441,2.909209390539279,5.911587589185251,2
19.668940740919314,15.947264224927409,6.015094846992711,3.8107995598296824,2.871690644386879,5.963850106646193,2
19.606828921555664,15.785940827905337,6.118942891831298,3.788811108835396,2.9841926400285663,5.9595441919949845,2
18.874990810941107,15.85566635462573,6.013662309411837,3.8353950547850064,2.862803245891304,5.963706478432913,2
19.469559288230894,15.900411824535535,5.989117657295157,3.8391342885178505,2.74198532559351,5.904883450525649,2
18.6238168438356,15.90853772993393,6.010186233862775,3.832955050932175,3.026792492971683,5.9922457564953655,2
19.607114720111618,15.96476844507878,6.064177622844174,3.767037338254578,2.8074627213533283,5.9437705152762215,2
18.702937888665343,15.900189554878587,6.007858507708928,3.8483009989353825,3.134866401420918,5.998513297718014,2
18.67093365078837,15.850400536272309,6.02723275156189,3.8506985341122495,3.566956845611521,5.9889823656684795,2
19.71394171827481,15.852844948594022,6.055440640214837,3.8280998308608147,2.8531688650086124,5.9322894644479955,2
19.316277506644774,15.802394783154082,5.995722442318306,3.8427475636759008,2.9580701133569534,5.914942384765952,2
19.435858683255766,15.878763043055558,5.988027894862633,3.8479291040067864,2.9434440863913256,5.906908643952259,2
19.373384248152163,15.900005750827505,5.987823928556868,3.8496075263914307,2.9754417562494084,5.91750340294245,2
19.0630908540985,15.93585828038542,5.994175889706518,3.8463246324029865,2.902438405833429,5.957408879951592,2
19.452539527332586,15.837518097142187,6.00314175880907,3.8472554553142997,3.147330921171877,5.945071663042771,2
18.441713801781628,15.849049685739185,6.013629681541889,3.849921895111141,3.340956750737121,5.963493351371295,2
19.544643702406916,15.828040171856253,5.993675619099875,3.8428812621040658,2.8780918775310296,5.903267290632414,2
19.698164553333573,15.855385832655255,6.0567907657489855,3.815026404324897,2.8501459354105116,5.992639206559397,2
19.567697029648247,15.85283365509214,6.333223317954781,3.804457996410127,3.0344970785865595,6.120287811854711,2
19.675814615935693,15.79169989841593,6.028165229129087,3.82231629076579,3.0063430967519276,5.92452985569723,2
19.212837225084176,15.866425184587078,5.985675585490077,3.8478043114358766,2.8839977365286935,5.921564311206183,2
19.378742358173195,15.834406937394595,6.002479949359221,3.8494105018902305,3.285655655715642,5.946136216070352,2
19.794533047906636,15.878411282783015,6.186963589237655,3.808153615566638,3.4293652786012565,6.015946631046643,2
18.394552108965836,15.894041058574183,6.052773410123353,3.8456995437515844,3.1846716535863537,5.956186355069057,2
18.527622339441386,15.825059795168613,6.002505894412431,3.849006893666329,3.197203668246307,5.991120020369682,2
19.104142581275713,15.939140842872762,6.002249701051502,3.8463358602162536,3.174005751531291,5.955454815643957,2
19.261029310100795,15.871083800272508,6.000097188244016,3.8436741246419808,2.9748994007084955,5.940499384088738,2
18.797488308450024,15.839319733803602,5.993720994863933,3.849126670410184,3.142476951632731,5.939808669928382,2
19.52352046263208,16.046848293546965,6.012856229741858,3.846110700845462,3.1121829563898444,5.966975184764068,2
18.97226051446468,15.829309290670027,6.029452892790002,3.8366234197737654,3.0764945240363812,5.976554764637462,2
19.6459120783831,15.801046856007003,6.0078082181090355,3.825766385690562,2.8892708352929235,5.912409930575022,2
19.548855869426763,15.89187267544018,6.024344777925146,3.832782301425638,2.915007272205394,5.960450841666378,2
19.456850130299053,15.822020704580174,5.992162845599573,3.8431255801248896,2.861422196214958,5.919718954440745,2
19.66862411148197,15.850088103235203,6.0111680182626985,3.824370779558444,2.774856181337184,5.924934135416221,2
19.464122280870004,15.844260194676348,5.99057667343142,3.8413729858207333,2.8033173212837537,5.90614258114892,2
19.399553946026476,15.88158971118215,5.998088706984634,3.8394856979644074,2.8651664027695314,5.925464110371462,2
19.17724007515568,15.981122574387175,6.328728337485942,3.8289368306664593,3.3265227883592177,6.132324021209626,2
19.64177710000365,15.809112755060243,6.015715759288879,3.831060716793754,2.8965661672153935,5.92119760991041,2
19.44895385868091,15.959007989806375,5.997697958758998,3.812190230548807,2.890291210183928,5.922073640633246,2
19.528002529873863,15.848520829817224,5.991389042811267,3.8476769958738033,3.09668163772651,5.920062681250283,2
19.21881901040472,15.816030224984678,5.994798290192967,3.844057589143602,2.8951944121580375,5.9074901025802875,2
19.549203775493183,15.81298824178268,6.012208094795161,3.8183235617574107,2.703466681757568,5.909598001417388,2
19.05655589590361,15.825585266117256,5.985233564897382,3.846966648214229,2.801733314888054,5.895461774008441,2
19.443040867086076,15.830715747082994,5.995136839442498,3.8464864858042582,2.9939153197916637,5.913399203458385,2
18.877220050821222,15.831023102660124,5.998015378514437,3.84865629841214,3.0388898752725337,5.913671828548454,2
19.536226871786546,15.840876206079454,5.9902704712612165,3.8336115513261544,2.7506672984865617,5.898525189536848,2
19.507181432736687,15.835684210916813,5.997863091722132,3.842611844844453,2.9023909161395265,5.910779591437152,2
19.378310131503447,15.845535498759547,5.98806594199153,3.847373694139238,2.9841700570089893,5.918607835951799,2
19.430068272273704,15.84684557575045,5.989173871577115,3.8454850191403596,2.8866419830171597,5.911051189045726,2
19.242082359095928,15.824643658858088,5.987933029751946,3.845019049812155,2.798074139574398,5.897547561443764,2
19.511845736489448,15.840028116401271,5.994345627635805,3.828534589481595,2.7106413288615885,5.904380833977687,2
19.5131393705562,15.840377107150193,5.996500232333403,3.846795537144185,3.0302525601191608,5.933754310566366,2
19.08433853176811,15.89150186699961,5.984808967362606,3.8504015448814726,2.998447390534068,5.913081766475371,2
19.59957853832989,15.886217554382885,6.025521936437888,3.845196423127199,3.34904020099716,5.984154504117446,2
19.276847186663726,15.850331821313985,5.9889630539802425,3.845262945659159,2.895298758779043,5.928023374979542,2
19.33666110243129,15.847421882843811,5.989102087455324,3.840454526571299,2.761870001095407,5.904247686075658,2
19.709999897224577,15.800834772042489,6.031616833775687,3.819688459769985,3.0084932035354917,5.921065530589137,2
19.682050626017986,15.807460395722082,6.021304391140318,3.8313457142776848,2.985698368304959,5.92714953621723,2
19.598127481039832,15.890154309122348,6.0016885550386245,3.8402044488933558,2.821409878061626,5.925470631454019,2
19.71466910420185,15.81524921932313,6.077678499118328,3.8280958503647953,3.1859552186846205,5.969890355262343,2
18.550570955444506,15.85902335575355,6.030957747994844,3.8463627788231722,3.1257239818168028,5.948450255094903,2
19.45929988527241,15.861339292951664,6.147792976709346,3.8065178126343224,3.382488956937963,6.04907233305838,2
19.528018799664284,15.851493144113874,6.010306299931532,3.813940653673316,2.718826039638671,5.934921762440756,2
19.19111828067693,16.05973879506808,6.0136107000960335,3.8405423588294227,2.947015906809317,5.983339382497648,2
19.583287649184232,15.883789943837813,5.993059831232507,3.842994555464253,2.8899753383666873,5.925184717603279,2
19.462996173640708,15.903806060369833,5.99373736495703,3.846230256450649,2.8946624404492773,5.917402065867513,2
18.601088578091943,15.80540811717283,5.994321016338034,3.844960327444112,3.1007919651322395,5.941077458877709,2
19.184500079102275,15.920849216383026,6.008304964793407,3.8495811606311814,3.3858899524249066,5.966666775918458,2
19.606194696894327,15.858535888823502,6.035009037166803,3.829174383854402,2.8826602553788634,5.959435854346127,2
19.46123784761464,15.796352513466843,5.9992414788321,3.83634956968904,2.849640250046083,5.901577275369301,2
19.772558355766385,15.857852708890798,6.185649355764401,3.77226666966709,3.127423372193559,6.059212561634586,2
19.21931237879829,15.945419045200152,6.0007494086942215,3.845222165678476,2.9571704232843983,5.942983354852847,2
18.645966988764282,15.841411401133263,6.005752507867508,3.850329634607426,3.3198864304003024,5.974343350464656,2
18.845675211649834,15.82277875396814,5.998256212628498,3.8477880677955554,3.1011533660596893,5.922204528075985,2
19.66474350644684,15.85786064819185,6.017028020208033,3.842689735914286,3.0136150468985003,5.935983767314228,2
18.854769077281908,15.901481568420973,5.989809974645779,3.848230314975766,3.0071484609645758,5.924235502798476,2
19.559764801050356,16.006003405320868,5.9931423836745426,3.8312158053621443,2.80687265827588,5.930338674381393,2
19.431755947292046,15.834672103895208,5.989356708388787,3.844971806551319,2.86287803852849,5.906478279903042,2
19.14997666105035,15.910546526962307,5.99883631200817,3.850760975630614,3.333830718847272,5.936486931852321,2
19.733643097232807,15.841096598614836,6.0329254303772615,3.823651264695916,2.947232151929258,5.94275581565079,2
19.29948485419085,15.851482127564353,5.990085767191927,3.8466236319852887,2.8712675213801977,5.909043462804534,2
19.06868461606117,15.898355637880728,5.983991347198179,3.8486818801352944,2.884147975330963,5.907727382306921,2
19.594649088997144,15.83815865718359,6.00468716017932,3.845057266594644,3.0586892290766707,5.9269059272045865,2
18.85151547208109,15.921428016047646,6.0125315936675054,3.845750234765285,3.0750900925841385,5.984007964706596,2
19.367516722820977,15.874966918571149,5.9921552642528555,3.840415807200929,2.802086437795466,5.916156977491344,2
19.53749591543946,15.811025665026312,5.999304221495953,3.84002412036157,2.8850280595665856,5.9109201509057,2
19.02948823932231,15.963210526496146,6.003246549868144,3.849661504329875,3.425214287237446,5.968127745006654,2
19.68904180696622,15.797125425964918,6.027156910015652,3.830040372929036,3.0109584559941878,5.924567735515021,2
19.698989260838026,15.80232843767708,6.098050083171515,3.8262970782861117,3.2302016714731976,5.951917895543287,2
19.56107359053832,15.844981994077346,6.008521412242192,3.8130177213917387,2.791086837134396,5.930495029665461,2
19.325422020357305,15.876147628036396,5.98699455730503,3.848843120379351,3.026228716238566,5.9088684758560195,2
19.22476097559893,15.885935893830474,5.986128528837858,3.8484799202211004,2.9498756722756156,5.917746532463729,2
18.98521832531224,15.835314417968238,5.987214669071395,3.8496737775259344,2.9706794984585785,5.9075869735356585,2
19.3663814034729,15.829871503965398,5.991766621956864,3.8450694091178543,2.9350148835662773,5.9160229391053525,2
19.157384393208154,16.0710514835952,5.999808324894547,3.8492408583768,3.1804278975681695,5.965587166862035,2
19.353875729358254,16.010733967075513,6.002455281903327,3.8378970076200782,3.230283543995942,5.956577757019974,2
19.75386510948431,15.79190696646544,6.0677088035522475,3.79527472069603,3.184973619782215,5.939361701778203,2
19.43801387330208,15.787969627048767,6.02759398869345,3.817434182242784,2.788790630558582,5.921525225810104,2
18.84880603193686,15.804160508325857,6.032337300385882,3.842539009808705,3.1336562129827255,5.937484232791101,2
19.783805981337622,15.894733347162358,6.204985734124897,3.708285737187423,3.1748429207682958,6.022710706126801,2
19.165777784929535,15.808665169270359,5.987746360148323,3.8446072192505167,2.8171063242407985,5.898828734970047,2
19.086662623040564,15.90103056688529,5.984997686737749,3.850112486487461,2.961009754455198,5.915035186894602,2
19.612721260174528,15.988119098824791,5.999998785171528,3.836514378307054,3.007327237151713,5.916099493326624,2
19.670741115810124,15.828707257779463,6.00773870839126,3.826492625178941,2.8435859676014212,5.907429001680705,2
18.930857278093942,15.898997151869155,6.010699448916961,3.849132078255786,3.3321436728863616,5.946337136651807,2
18.863605152170766,15.918577499245417,5.993159554020905,3.8475671502664817,2.954281612133756,5.950107363550661,2
19.269462484802865,15.87103582596887,5.9850646553004205,3.842588715750159,2.7905520334714122,5.912063669311128,2
18.97690201079434,15.954618971859356,6.000524762159356,3.847359842817231,3.114801497447666,5.9880246296171435,2
19.541810678717635,15.8363756686479,6.076871198009156,3.842020751237337,3.3467527807408595,5.979709749316725,2
19.17028629986716,15.88499825622183,5.984744806706126,3.8450223467886557,2.809692122855151,5.899521764388704,2
19.440321211890787,15.853308905345763,5.993187534806105,3.839392116100922,2.7644467163677735,5.899324940033478,2
19.371354387495998,15.826958672881661,5.988618453692868,3.8463969849543687,2.9118479005050872,5.9059571686881664,2
19.77198207830381,15.796780620273914,6.1151184463808,3.7717306797952723,3.2592011368719773,5.967992953134233,2
19.684541315486882,15.876891552853888,6.015651373999904,3.8223339316004212,2.743414954176921,5.920260834481577,2
19.72649025845828,15.912340870544849,6.030686827165939,3.826249483213759,2.8590742883210116,5.950339971661428,2
19.460736010015097,15.942659368772741,6.028269542844108,3.8332999568915485,2.9236148155323143,5.973823458527821,2
19.632028746763496,15.822773738053137,6.17380451411939,3.803071798723146,3.08981436657706,5.980481935909776,2
19.53585274089812,15.820040033602806,5.997036121230087,3.844751351403096,2.9668541092162637,5.923080367002275,2
19.40690573685009,16.249207194143377,6.040429264844396,3.8406196367420407,3.1366911239256186,6.044367077449234,2
19.372494684359868,15.967702386087016,5.99552885122592,3.844097253379189,2.844800585506476,5.936519674262636,2
19.195810777970628,16.23197559993524,6.2219199829597605,3.794229287644281,3.2416289335291273,6.146501680097399,2
19.245932504706065,15.999487900977755,5.986363494427978,3.8418197060330868,2.9058997800367026,5.916719009869236,2
19.328549757556193,15.964713700828508,6.157059211047107,3.713749395173681,2.7592648210523834,6.000921844490495,2
19.35359572552218,15.894369000943573,6.123424267994639,3.785926133776038,2.992788855538593,5.994168729212954,2
19.525381013460066,16.164395646244568,6.0048763568985155,3.8335203718327415,2.9990650470116424,5.969123881466405,2
19.606222556124504,15.834108105795725,5.995628096670265,3.8449287448216554,3.0339982189579513,5.916321840322192,2
18.967076246039937,15.924303089292662,6.004212315163244,3.8323698878620576,2.8803368910881875,6.005261850977717,2
19.434861174232953,15.949751134050487,6.003577054466437,3.8049001531245192,2.7040563091497507,5.9682444532047585,2
19.306342607999365,15.809124294742002,5.998373948135116,3.837425479669907,2.8083658969080045,5.904611866616828,2
19.65585774926417,15.868663698213702,6.004744315109852,3.8392311472543215,2.8984253088560417,5.92274227079133,2
19.63285085407313,15.84442584296146,6.006823892554008,3.845253858870266,3.211577070372354,5.916650675499927,2
19.488709203013993,15.784175995135618,6.004467694231377,3.81762339652831,2.7790394860248275,5.911486005514755,2
19.594893953057557,15.87331803652376,5.995715113683145,3.845274937406005,2.9498233174295856,5.91332556728456,2
19.623126794081685,15.878524217801843,5.996433698996191,3.84663483969504,3.049490678687561,5.916601041293831,2
17.941149322622287,16.08086939867828,6.362421288370448,3.8173544818565786,3.3854887226028,6.177264136995778,2
19.202753223838872,15.923842240561875,5.987709815249238,3.8430348127535394,2.940392982479411,5.923395570925506,2
19.66350908253062,15.83178376770929,6.004603582851525,3.8442164873281324,3.0999845677216875,5.926560624923422,2
19.72140368306735,15.795125829909463,6.05121052953706,3.820226299165206,3.2109483039205173,5.954868137409933,2
19.691005919839174,15.851372269793995,6.193305264675935,3.6617544775254025,3.039154336228486,6.068702353325051,2
19.336635249065687,15.810112399225545,6.048855257823472,3.841695024031511,3.224716684441678,5.9356215595375295,2
18.742841054073736,15.870088556572515,5.982616849038287,3.848076372307745,2.81635578375735,5.890149174087463,2
19.45084576042925,15.798462705832291,6.002362691196655,3.8368243142016514,2.809538035499706,5.899036820522461,2
19.58898586468724,15.907180170999142,6.0018379075689605,3.844701816341522,2.998815907654182,5.943995821418496,2
19.390149115667192,15.791140823913999,6.0038901360068095,3.8403809175502137,2.951738154169963,5.908100522486729,2
19.740355165840327,15.882562552513285,6.131929450948086,3.826137627254912,3.1823192073042286,6.020480420543865,2
19.28507999778238,15.995205448145231,6.015588715573236,3.8494059383922687,3.3537103476615138,5.983145524139004,2
19.51369150335262,15.797061234561845,6.003228172122119,3.8169648053687446,2.7382910050017975,5.908129785159713,2
19.275578960214894,15.985344097700002,5.985958804948102,3.8423440861248483,2.7949846953591493,5.9176980490369075,2
19.624449847495498,15.79835383278144,6.02039783054727,3.8356621701921227,3.0174076871317173,5.922649660459227,2
19.34374804484004,15.82694968731613,6.024235199386015,3.822211460985523,2.7854789868581014,5.9062409179778905,2
18.410675248400203,15.85452848045918,6.059241155284816,3.8463296482300415,3.302773983933512,6.001694202330462,2
19.23773832505325,15.832168331450518,6.005695605648533,3.8418198266541785,2.9206727055509005,5.918512595267068,2
19.676675280419886,15.86394929201352,5.998516056267477,3.844674897734603,3.098725074234321,5.913615193768437,2
19.33008528403214,15.864514982599662,5.9893300052009035,3.84776100846403,2.9392278148519515,5.92210449247761,2
19.48878007689556,15.808549495500392,5.995885525509919,3.8385568049905583,2.806870407235343,5.901893931466379,2
18.964373900712996,15.90608347041711,5.984805331124088,3.844929287616567,2.8798943800872068,5.910884312351147,2
19.689874537928958,15.801333655564358,6.050250464291529,3.817201835865291,2.9477016754166785,5.947196850968498,2
19.635056265025035,15.95440184120735,6.045720623667321,3.8420825393914555,3.2665839689185336,5.997323891989009,2
18.694544320502168,15.993789144537162,6.01961707819114,3.8342345994707587,3.135152065726441,5.9716815295035985,2
19.540343871676118,15.823536249451383,6.0369419997891605,3.836933275254302,3.258589870444958,5.961124253038354,2
19.578713906502358,15.854975081529552,5.995750072115232,3.8385762048827736,2.8134515783940053,5.920676252099976,2
19.574843999411616,15.822981483097308,5.999580126358349,3.8433022498169,2.989898664717944,5.915359788848575,2
19.30723759505514,15.872382768396436,5.985943754570914,3.8491103262522866,3.0106924701398077,5.914481511366204,2
18.849050691696256,15.902270605701029,6.004147424451154,3.8472608430563864,3.0106470862580204,6.006728861657104,2
19.73894571166733,15.854075694119382,6.0439861519336535,3.84234505109358,3.5507655285630424,5.973866352455309,2
19.679980722361652,15.798175506232637,6.029456543068051,3.830959676526111,3.0024773340083746,5.9214189020249774,2
19.368393434221755,15.856930119027169,6.0009530942093665,3.844729227484564,3.055501610448339,5.946703920146098,2
19.691100789804327,15.80295201130693,6.045711750683755,3.8280940008413924,3.1609284404548843,5.955259881854682,2
19.294647154589484,15.797382437757086,5.99277964431317,3.840359326374836,2.839375505198916,5.914599932033468,2
19.442710790926967,15.877611967493072,6.004160762005564,3.8467335077478833,3.1518609224092717,5.939671576497412,2
18.55468455302559,15.861398068397431,6.019974468491219,3.8486590023349407,3.276435684134329,5.954820859561399,2
19.163784772748482,15.86987351844947,6.052011035513248,3.8382918607630887,3.2915816651568197,5.969881121628639,2
19.596421827531618,15.818456481540423,6.006146358829485,3.843018297715762,3.026769401652629,5.907983992385416,2
19.27390993230795,15.852848056614977,6.007050013239625,3.8372286562038593,2.818817260277082,5.921434930736303,2
19.14598929944519,15.884731889594315,5.9919305334808035,3.845723547348792,3.1066993490283314,5.91815211365928,2
19.575572648290425,15.807710514477678,6.003732107046341,3.8412889832822645,3.025425385223822,5.917686171350822,2
19.69131504585719,15.8274696807625,6.018834907842384,3.8341603270336706,3.024762635321303,5.929577406491698,2
19.08393932757253,15.95547644714537,5.984280182468587,3.839778294577102,2.819075258568267,5.909568588047118,2
18.85884012801451,15.837957005091386,5.993871905782205,3.847031934380001,3.1379169970333565,5.996241803277242,2
19.069315349032326,16.01636571643068,5.984150920507053,3.8433134876819244,2.8472258275349884,5.9001498980761236,2
19.317498483839227,15.81322546686719,5.9962816649154425,3.846192190444525,2.9598914956079545,5.90683293911569,2
18.58407900206387,15.878591486453386,6.113770370618171,3.8417534951056136,3.3529626391322886,5.993471240524607,2
19.477035516949286,15.843852766978992,5.990569064005641,3.8463852344497056,2.9409442695682597,5.915562010906591,2
19.705401638420145,15.801310053068597,6.047089323500927,3.801305885840137,2.841701338372761,5.938679618462408,2
19.50673241623755,15.95281195001312,5.990487045065781,3.8405279345572314,2.7808316773630626,5.925301357302618,2
19.68421889132966,15.821646880436104,6.025215523674719,3.8296792132775836,2.9079483721534842,5.949306955465874,2
18.479647941806146,15.888318022643167,6.035189037993221,3.847871165675838,3.222626520689179,5.9969226604651205,2
19.40611498046081,15.820456508410663,6.023256573880558,3.837858207835647,3.1950938260426653,5.962103552501337,2
19.421608278419384,15.80515818305214,5.9950283840658445,3.8328434060602383,2.777965231389365,5.905628251311913,2
18.928660002037248,15.846719100838355,5.997605185538425,3.8476428802084253,3.0945458359424856,5.925143823839768,2
19.443530298041786,15.91823607852773,5.987733191068283,3.846307453949206,2.9592736939019577,5.931531155705007,2
19.131964777247067,15.904594636062617,6.02046345131497,3.8433962035954172,3.155423012523008,5.9608583956264,2
19.663602615252728,15.861773769663067,6.101025986390651,3.8200138854230823,3.102878897552355,6.001391382984187,2
19.134502344513933,15.892575703625512,5.991125591012833,3.8494376818428475,3.0456334118066786,5.932017044854226,2
19.463161917487426,15.934428867698871,5.993183912607118,3.8443975496382246,2.8579966208176386,5.922050364752441,2
19.04020367930593,15.89930263032472,6.020928946003427,3.842358419931221,3.26259022362834,5.968825432341423,2
19.744579813795294,15.79258553052544,6.06218538532211,3.7926589518093747,2.9912062288128993,5.938317109291137,2
18.843035586736423,15.91443398418129,6.042537974315291,3.8499058826612447,3.5558210388444307,5.976753835752225,2
19.61422915029414,15.852460569487702,6.051776533227649,3.828767549016303,2.935836585976369,5.955697109480287,2
19.40649334595222,15.825153589701962,5.996953330116025,3.846372126957763,2.983081642602409,5.909854885490949,2
19.62678816554816,15.775490030515783,6.036983093496276,3.8007840890500852,3.0111868276873426,5.9310192918235884,2
19.699592803200527,15.831399819417754,6.045323220704011,3.8435532019977563,3.3217389278406566,5.947054126938934,2
18.6736515879978,15.886686127007328,6.015591748111923,3.83604624785096,2.97071595079243,6.0216885743852195,2
19.642587469290973,15.848987371457678,6.004461362402916,3.8470681006039342,3.2179621831616934,5.93965321882803,2
19.193555591860807,15.808309931707045,5.992136830348707,3.845325125831825,2.930360457878574,5.903615798655843,2
